direction,source_symbol,target_symbol,tuning_protocol,source_train_label_down_share,source_train_label_flat_share,source_train_label_up_share,source_train_unknown_share,source_train_top_regime,target_test_label_down_share,target_test_label_flat_share,target_test_label_up_share,target_test_unknown_share,target_test_top_regime,ece_10bin,brier_score,mean_confidence,accuracy,macro_f1,mcc,balanced_accuracy,cost_aware_threshold_net_pnl,RSEP-full_net_pnl,rsep_loss_reduction_vs_cost_aware
btc_to_eth,BTC-USDT,ETH-USDT,source_train_scaler_source_valid_policy_tuning_target_test_reporting,0.22683740075822362,0.5460866608459469,0.22707593839582946,0.12763539057614684,BALANCED_TRANSITION,0.34477349820413833,0.3067571412645616,0.3484693605313001,0.13993002718581796,CHOPPY_MEAN_REVERTING,0.1834764247976824,0.7132992739980923,0.6176002309415485,0.43412380614386636,0.43252982437211746,0.14856265381828296,0.43259059674060785,-287991.4445409546,-74466.37902548636,213525.06551546825
eth_to_btc,ETH-USDT,BTC-USDT,source_train_scaler_source_valid_policy_tuning_target_test_reporting,0.31308379964130106,0.374346904576825,0.3125692957818739,0.1264836651798253,BALANCED_TRANSITION,0.23519709026415353,0.5279250278283967,0.2368778819074498,0.14653384823045495,BALANCED_TRANSITION,0.1051225413238473,0.5974092314243811,0.442115194724269,0.5393632097418494,0.4838640204196653,0.2423872855699576,0.48348411638128064,-3697.463873338304,-1144.7525620551248,2552.7113112831794
