direction,source_symbol,target_symbol,accuracy,macro_f1,mcc,balanced_accuracy,n_rows,rsep_n_trades,rsep_gross_pnl,rsep_net_pnl,cost_aware_net_pnl,naive_net_pnl,rsep_loss_reduction_vs_cost_aware,rsep_vs_cost_aware_mean_diff,rsep_vs_cost_aware_ci_low,rsep_vs_cost_aware_ci_high,n_days,n_bootstrap,paper_reading
btc_to_eth,BTC-USDT,ETH-USDT,0.4341238061438663,0.4325298243721174,0.1485626538182829,0.4325905967406078,22882887,500819,25679.516481696,-74466.37902548636,-287991.4445409546,-233008.44901648868,213525.06551546825,3681.4666468184178,3314.021626010795,4048.2033377365774,58,1000,"RSEP mitigates cross-asset execution degradation; net PnL remains negative, so this is not profitability evidence."
eth_to_btc,ETH-USDT,BTC-USDT,0.5393632097418494,0.4838640204196653,0.2423872855699576,0.4834841163812806,33550262,9129,677.2175736084232,-1144.7525620551248,-3697.463873338304,-8215.681715174625,2552.7113112831794,39.27248171204891,34.076004380925085,44.52922650148431,65,1000,"RSEP mitigates cross-asset execution degradation; net PnL remains negative, so this is not profitability evidence."
