date,unknown_share
2024-05-06,0.15418414609422515
2024-05-07,0.15001858275520316
2024-05-08,0.14828256389721753
2024-05-09,0.14755674134717298
2024-05-10,0.130784865706303
2024-05-11,0.1158691828399368
2024-05-12,0.1250166744319577
2024-05-13,0.15187442530372444
2024-05-14,0.13852396706602854
2024-05-15,0.13994210252896755
2024-05-16,0.13262908892728348
2024-05-17,0.13027365724113407
2024-05-18,0.108733885086742
2024-05-19,0.11497439047345426
2024-05-20,0.12908813390728704
2024-05-21,0.12818268864476406
2024-05-22,0.13575338649318183
2024-05-23,0.13171835129202278
2024-05-24,0.128604354741073
2024-05-25,0.1126754153703581
2024-05-26,0.1225634484196462
2024-05-27,0.13391962904401267
2024-05-28,0.14070303900542308
2024-05-29,0.13636798591441476
2024-05-30,0.1310486898415797
2024-05-31,0.12345665997604871
2024-06-01,0.11140309672158753
2024-06-02,0.11815113418697366
2024-06-03,0.13567048306978616
2024-06-04,0.13222827310133095
2024-06-05,0.1278530017454497
2024-06-06,0.12671725286453142
2024-06-07,0.11531512106772461
2024-06-08,0.11046027721514724
2024-06-09,0.10526480530862652
2024-06-10,0.10566906513451109
2024-06-11,0.11928445014359747
2024-06-12,0.11766854309863403
2024-06-13,0.1257647576434258
2024-06-14,0.1305719713157731
2024-06-15,0.10808074959091192
2024-06-16,0.1146493465513161
2024-06-17,0.1287528379156392
2024-06-18,0.14569395926707093
2024-06-19,0.1566566855962829
2024-06-20,0.14233534372560291
2024-06-21,0.1519241727766592
2024-06-22,0.12255007096378329
2024-06-23,0.12886427013335677
2024-06-24,0.14558510108554926
2024-06-25,0.15349804023839292
2024-06-26,0.1564051913526686
2024-06-27,0.1541529587611566
2024-06-28,0.14732040512817499
2024-06-29,0.1280617289339196
2024-06-30,0.13805736017691667
2024-07-01,0.15676023657959276
2024-07-02,0.14651544896691904
2024-07-03,0.1542785452317938
2024-07-04,0.15589552267687343
2024-07-05,0.12332965649229365
2024-07-06,0.14112401843853392
2024-07-07,0.13777759392986727
2024-07-08,0.10567373906769707
2024-07-09,0.14156576563258505
2024-07-10,0.13636697636506245
2024-07-11,0.13761720346562098
2024-07-12,0.1501666620316479
2024-07-13,0.11776044339131321
2024-07-14,0.1334921766332634
2024-07-15,0.15795250328665678
2024-07-16,0.15452297340248222
2024-07-17,0.15392952948084837
2024-07-18,0.15636412107952077
2024-07-19,0.13441156637975488
2024-07-20,0.1082469342131901
2024-07-21,0.11626339690109633
2024-07-22,0.12367788024518181
2024-07-23,0.1295993345348676
2024-07-24,0.12591624918507427
2024-07-25,0.14820402675985292
2024-07-26,0.1230613737043568
2024-07-27,0.12379098385797306
2024-07-28,0.11402816641199633
2024-07-29,0.12194776091057569
2024-07-30,0.13358467540796692
2024-07-31,0.1301971574199913
2024-08-01,0.1500960260008864
2024-08-02,0.14600398465672157
2024-08-03,0.14476800039161217
2024-08-04,0.10181299917633013
2024-08-05,0.0801552737555024
2024-08-06,0.08120290161278963
2024-08-07,0.10131294937974128
2024-08-08,0.097540470888483
2024-08-09,0.118910161518471
2024-08-10,0.10255601367511334
2024-08-11,0.11780926725855556
2024-08-12,0.0905091872659642
2024-08-13,0.104372012025148
2024-08-14,0.1128344149524713
2024-08-15,0.09757223543860347
2024-08-16,0.09784230144738433
2024-08-17,0.09235738260936874
2024-08-18,0.09377173634265196
2024-08-19,0.11543013089890354
2024-08-20,0.11492151634274404
2024-08-21,0.11421120015173787
2024-08-22,0.12784935915915713
2024-08-23,0.13839256819782605
2024-08-24,0.1408225701658563
2024-08-25,0.12071053463370793
2024-08-26,0.13403106231539894
2024-08-27,0.13574146978141177
2024-08-28,0.10003731462141587
2024-08-29,0.12100327771210916
2024-08-30,0.10902288208888818
2024-08-31,0.09644338137560564
2024-09-01,0.08546864317289442
2024-09-02,0.11944686316022447
2024-09-03,0.1142744015921495
2024-09-04,0.12060966597071378
2024-09-05,0.10699207049068711
2024-09-06,0.12572918412697887
2024-09-07,0.11716503961455547
2024-09-08,0.10247281133430237
2024-09-09,0.1220318366511156
2024-09-10,0.13624392746733172
2024-09-11,0.13257262913859305
2024-09-12,0.1368993527568109
2024-09-13,0.12747314565256865
2024-09-14,0.10545029115528233
2024-09-15,0.12754468753410644
2024-09-16,0.1504304992977671
2024-09-17,0.11809960188085263
2024-09-18,0.10524352165911853
2024-09-19,0.16332718215825343
2024-09-20,0.1638642651977269
2024-09-21,0.12862325686859907
2024-09-22,0.13645362743633463
2024-09-23,0.16428020349229572
2024-09-24,0.15389843923190935
2024-09-25,0.1516138877428179
2024-09-26,0.15008714257375239
2024-09-27,0.14009147646936482
2024-09-28,0.10519417424298608
2024-09-29,0.11184203215805674
2024-09-30,0.15968145689430005
2024-10-01,0.1409366568135905
2024-10-02,0.14706327932005725
2024-10-03,0.11960809668979518
2024-10-04,0.1408022832329458
2024-10-05,0.11982190333976764
2024-10-06,0.12578112120502208
2024-10-07,0.1561813132099521
2024-10-08,0.15853102627234786
2024-10-09,0.15403517747649279
2024-10-10,0.12594504210791538
2024-10-11,0.13074278380166718
2024-10-12,0.12814454396704722
2024-10-13,0.13859063254740034
2024-10-14,0.14997365096094628
2024-10-15,0.13787531621260082
2024-10-16,0.1370349412050021
2024-10-17,0.13449279617569945
2024-10-18,0.1362841231885221
2024-10-19,0.10422537254432633
2024-10-20,0.11135204497381274
2024-10-21,0.12364386608790294
2024-10-22,0.1283690289094044
2024-10-23,0.1252288453780991
2024-10-24,0.13078274088450384
2024-10-25,0.12640619525473673
2024-10-26,0.11401536989561228
2024-10-27,0.11221718336126038
2024-10-28,0.12204308244730157
2024-10-29,0.12948123154787008
2024-10-30,0.12897823090487667
2024-10-31,0.1266892608918091
2024-11-01,0.1300661409801928
2024-11-02,0.11355557957024735
2024-11-03,0.12315909234561659
2024-11-04,0.1428780938354198
2024-11-05,0.13449923615305362
2024-11-06,0.11792991903304537
2024-11-07,0.1326936708948946
2024-11-08,0.1309100329430688
2024-11-09,0.11369759191914046
2024-11-10,0.12398019256302556
2024-11-11,0.14123678721747854
2024-11-12,0.1383833157101397
2024-11-13,0.1468709045163913
2024-11-14,0.14708756960187525
2024-11-15,0.15926145837569644
2024-11-16,0.16601344506070023
2024-11-17,0.1584769896306602
2024-11-18,0.1526049919206815
2024-11-19,0.1531281270949693
2024-11-20,0.15577733639195063
2024-11-21,0.15402856201018705
2024-11-22,0.15922816082673988
2024-11-23,0.12600363674339457
2024-11-24,0.14414299756031657
2024-11-25,0.15638248112318007
2024-11-26,0.15259111360217517
2024-11-27,0.16026293846146103
2024-11-28,0.15050959471295486
2024-11-29,0.15866150649061672
2024-11-30,0.134119509276408
2024-12-01,0.1359116790542009
2024-12-02,0.1584763619917945
2024-12-03,0.1433754313009006
2024-12-04,0.1466043365301625
2024-12-05,0.14109866522477352
2024-12-06,0.15288124910225598
2024-12-07,0.1572500017377483
2024-12-08,0.1607069404259769
2024-12-09,0.14760131230742954
2024-12-10,0.15450529413539177
2024-12-11,0.1643257400648434
2024-12-12,0.1661318482633929
2024-12-13,0.15509556118217457
2024-12-14,0.15059455990075232
2024-12-15,0.14401924131942553
2024-12-16,0.14940505855968103
2024-12-17,0.15473699081704734
2024-12-18,0.15427950292936887
2024-12-19,0.14917767716899197
2024-12-20,0.1400501603195538
2024-12-21,0.15142301005794226
2024-12-22,0.1534710897748032
2024-12-23,0.15260677529110928
2024-12-24,0.15181956116697196
2024-12-25,0.15100555486337755
2024-12-26,0.1663741810986737
2024-12-27,0.1662020529443544
2024-12-28,0.1444061433447099
2024-12-29,0.14289437783520592
2024-12-30,0.16532895882401458
2024-12-31,0.15736021034180545
