model,policy,split,threshold,selected,n_trade_days,n_trades,gross_pnl,net_pnl,total_cost,turnover,net_pnl_per_trade,cost_survival,max_drawdown,direction,tuning_split
asset_eth_to_btc_sgd,naive_threshold,valid,0.75,False,1,1,-0.3933618395140308,-0.5933229077113074,0.19996106819727658,0.4140863774478207,-0.5933229077113074,,0.0,eth_to_btc,source_valid
asset_eth_to_btc_sgd,naive_threshold,valid,0.8,False,1,1,-0.3933618395140308,-0.5933229077113074,0.19996106819727658,0.4140863774478207,-0.5933229077113074,,0.0,eth_to_btc,source_valid
asset_eth_to_btc_sgd,naive_threshold,valid,0.85,False,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,eth_to_btc,source_valid
asset_eth_to_btc_sgd,naive_threshold,valid,0.9,False,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,eth_to_btc,source_valid
asset_eth_to_btc_sgd,naive_threshold,valid,0.95,False,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,eth_to_btc,source_valid
asset_eth_to_btc_sgd,cost_aware_threshold,valid,0.0,False,57,304802,11383.922114393097,-49558.9741556077,60942.896270000805,121576.2730493978,-0.16259399267592634,-4.353418238249235,-49562.28154528231,eth_to_btc,source_valid
asset_eth_to_btc_sgd,cost_aware_threshold,valid,9.530336e-06,False,57,172878,4591.140158009814,-29973.433190465115,34564.57334847493,69009.38127666917,-0.17337910659809297,-6.528538044775815,-29975.395640574043,eth_to_btc,source_valid
asset_eth_to_btc_sgd,cost_aware_threshold,valid,1.2231107e-05,False,57,143227,3698.514733916755,-24937.424986019752,28635.93971993651,57186.30008849907,-0.17411120100274216,-6.742551207741393,-24940.40375555421,eth_to_btc,source_valid
asset_eth_to_btc_sgd,cost_aware_threshold,valid,1.5489771e-05,False,57,111884,2675.4942311057957,-19693.65925178155,22369.153482887345,44673.66559171363,-0.1760185482444456,-7.360755640142815,-19697.669905879447,eth_to_btc,source_valid
asset_eth_to_btc_sgd,cost_aware_threshold,valid,1.9729067e-05,False,57,78331,1739.1521414869703,-13921.48351766096,15660.635659147927,31274.93335874517,-0.17772636015959148,-8.004753112489704,-13923.447086159511,eth_to_btc,source_valid
asset_eth_to_btc_sgd,cost_aware_threshold,valid,2.628791e-05,False,57,41666,1009.8258853262283,-7320.27072434811,8330.09660967434,16629.18522446251,-0.17568930841328925,-7.249042464368268,-7321.5112912498535,eth_to_btc,source_valid
asset_eth_to_btc_sgd,cost_aware_threshold,valid,3.2251621e-05,False,57,21585,485.16811502737875,-3830.153855838012,4315.3219708653905,8604.933923623483,-0.17744516357831883,-7.894487987162699,-3831.771749295219,eth_to_btc,source_valid
asset_eth_to_btc_sgd,cost_aware_threshold,valid,3.8058944e-05,False,57,11057,264.7616723543473,-1945.8153001097658,2210.576972464113,4406.533290730472,-0.17598040156550293,-7.349308843711933,-1951.418672451525,eth_to_btc,source_valid
asset_eth_to_btc_sgd,cost_aware_threshold,valid,4.6384324e-05,True,57,4546,115.95287626417951,-792.9215099305984,908.8743861947778,1812.0794827763798,-0.17442180156854342,-6.838308246222867,-796.4002025200319,eth_to_btc,source_valid
asset_eth_to_btc_sgd,RSEP-full,valid,0.0,False,57,55305,2591.603986858214,-8466.777083091438,11058.381069949652,21979.290784122142,-0.15309243437467568,-3.2670026462475317,-8466.838801045207,eth_to_btc,source_valid
asset_eth_to_btc_sgd,RSEP-full,valid,6.255914e-06,False,57,30881,1374.0514022619673,-4800.621955882401,6174.673358144368,12261.436856968454,-0.15545552138474794,-3.4937717380729745,-4800.739285424124,eth_to_btc,source_valid
asset_eth_to_btc_sgd,RSEP-full,valid,8.079993e-06,False,57,25452,1167.4983022852907,-3921.6301412553494,5089.12844354064,10104.092252996783,-0.15407944920852387,-3.359002864140403,-3921.767577566371,eth_to_btc,source_valid
asset_eth_to_btc_sgd,RSEP-full,valid,1.0441989e-05,False,57,19704,900.3559994082229,-3039.4552387873123,3939.811238195535,7817.038344580592,-0.15425574699488998,-3.37583715861843,-3039.4563625370834,eth_to_btc,source_valid
asset_eth_to_btc_sgd,RSEP-full,valid,1.3724005e-05,False,57,13504,606.7353443701522,-2093.379837183784,2700.115181553936,5351.180922301209,-0.1550192414976143,-3.4502355213159817,-2093.1747757015996,eth_to_btc,source_valid
asset_eth_to_btc_sgd,RSEP-full,valid,1.9107056e-05,False,57,6921,292.17904802767976,-1091.666693962984,1383.8457419906638,2738.0165190835805,-0.15773250888065077,-3.7362935546958327,-1091.4191938439615,eth_to_btc,source_valid
asset_eth_to_btc_sgd,RSEP-full,valid,2.3792219e-05,True,57,3498,113.32484993452337,-586.0946710934563,699.4195210279797,1382.3899032886688,-0.16755136394895837,-5.171810696701465,-586.2603642871059,eth_to_btc,source_valid
asset_eth_to_btc_sgd,RSEP-full,valid,2.8378641e-05,False,57,1761,72.89940328824396,-279.2103374516141,352.10974073985807,696.2344772261831,-0.1585521507391335,-3.8300771317375193,-278.833193104884,eth_to_btc,source_valid
asset_eth_to_btc_sgd,RSEP-full,valid,3.6941686e-05,False,57,711,14.74996496235138,-127.4179121457199,142.16787710807125,282.116744857654,-0.1792094404299858,-8.63852303859354,-127.78705224253282,eth_to_btc,source_valid
