model,accuracy,macro_f1,weighted_f1,mcc,balanced_accuracy,n_rows
sgd_eth_stage3_purged,0.43606197941719504,0.4313338291034183,0.4331865848068767,0.1497053037817747,0.43211829435206384,22882887
