model,policy,split,threshold,selected,n_trade_days,n_trades,gross_pnl,net_pnl,total_cost,turnover,net_pnl_per_trade,cost_survival,max_drawdown
xgboost_gpu_stage3,cost_aware_threshold,valid,3.4403452e-05,False,58,10398,806.7486223771432,-1272.4178992490308,2079.166521626174,179.32220083506232,-0.1223714078908473,-1.577217318945968,-1274.2031124169555
xgboost_gpu_stage3,cost_aware_threshold,valid,3.8545637e-05,True,57,4323,369.9748219359388,-494.44445911771646,864.4192810536553,75.44748906720612,-0.1143753086092335,-1.3364273182982425,-492.6010464168355
xgboost_gpu_stage3,RSEP-full,valid,0.0,False,59,65263,4952.386339107359,-8097.559361345351,13049.94570045271,1066.9996327266024,-0.1240758065265977,-1.6350823233239296,-8098.469908139478
xgboost_gpu_stage3,RSEP-full,valid,1.3084027e-05,False,59,35888,2776.874064093486,-4399.239225118494,7176.113289211979,591.0394901109177,-0.1225824572313445,-1.584241533313694,-4401.965977360092
xgboost_gpu_stage3,RSEP-full,valid,1.6102086e-05,False,59,29411,2281.406816752582,-3599.564999797054,5880.971816549635,485.6814582316856,-0.1223883920912942,-1.5777830474447232,-3602.462867631504
xgboost_gpu_stage3,RSEP-full,valid,1.9554686e-05,False,59,22685,1780.5202822408587,-2755.520479265196,4536.040761506055,376.0097050453325,-0.1214688331172667,-1.547592861900601,-2759.522969750022
xgboost_gpu_stage3,RSEP-full,valid,2.3531733e-05,False,59,15452,1156.7685043674064,-1932.9662148936493,3089.734719261056,257.7124042992648,-0.1250948883570831,-1.6710052249829508,-1935.3104416560727
xgboost_gpu_stage3,RSEP-full,valid,2.8670656e-05,False,58,7938,624.5717859420552,-962.6967526023892,1587.2685385444445,134.4963732093356,-0.1212769907536393,-1.5413708628389813,-964.400015512374
xgboost_gpu_stage3,RSEP-full,valid,3.2988377e-05,True,58,4050,317.3827793141864,-492.4482467691277,809.8310260833141,69.52962695175516,-0.1215921596960809,-1.551590945902074,-492.43471647845286
xgboost_gpu_stage3,RSEP-full,valid,3.6502049e-05,False,55,2058,171.1901441410057,-240.32212995500123,411.5122740960069,35.744345148498184,-0.1167746015330423,-1.4038315766417775,-240.30859966432627
xgboost_gpu_stage3,RSEP-full,valid,4.0656423e-05,False,42,835,78.25460156034922,-88.71054706601728,166.9651486263665,14.625982030435456,-0.1062401761269668,-1.1336144494660103,-90.09164902067133
tcn_gpu_stage3,naive_threshold,valid,0.5,False,59,46124,535.2852443750554,-8685.01774944999,9220.302993825044,756.0727716315735,-0.1882971500617897,-16.225027386267172,-8690.006198746263
tcn_gpu_stage3,naive_threshold,valid,0.55,False,57,14546,572.8803837529861,-2334.7687916435607,2907.6491753965465,237.6889856170027,-0.16050933532542,-4.07549090151822,-2363.250642441408
tcn_gpu_stage3,naive_threshold,valid,0.6,True,53,3694,277.9870751042869,-460.3951578590948,738.3822329633815,59.954878147898015,-0.1246332316889807,-1.6561746897274898,-528.4593492628242
