model,policy,split,threshold,selected,n_trade_days,n_trades,gross_pnl,net_pnl,total_cost,turnover,net_pnl_per_trade,cost_survival,max_drawdown
sgd,naive_threshold,valid,0.5,False,30,247296,17258.73699200049,-32189.16612896385,49447.90312096434,3774.715721577096,-0.1301645240075207,-1.865093960460936,-32188.96594468885
sgd,naive_threshold,valid,0.55,False,29,104393,7309.993707292608,-13562.227673513406,20872.22138080601,1591.692839384814,-0.1299151061231443,-1.8552995004610515,-13575.017110575132
sgd,naive_threshold,valid,0.6,True,29,25502,1802.0974433274537,-3296.511044196502,5098.608487523957,387.4961116057714,-0.129264804493628,-1.8292634820621645,-3296.728867536643
sgd,naive_threshold,valid,0.65,False,29,979,85.88263141538648,-109.78517200765944,195.667803423046,14.703284988802242,-0.1121401144102752,-1.2783163510286977,-110.44468195888292
sgd,naive_threshold,valid,0.7,False,22,94,3.934550826785338,-14.861107736792798,18.795658563578133,1.4037615124169922,-0.1580968908169446,-3.777078602117037,-18.5226861587996
sgd,naive_threshold,valid,0.75,False,17,34,-2.132986915715444,-8.932224895120404,6.799237979404961,0.513806337001774,-0.262712496915306,,-7.998253517415874
sgd,naive_threshold,valid,0.8,False,6,12,-1.0814349139217811,-3.481107486142212,2.399672572220431,0.1818614754222321,-0.290092290511851,,-3.3448712924930493
sgd,naive_threshold,valid,0.85,False,2,4,-0.9406853458457574,-1.7405099121852623,0.799824566339505,0.0604768394821613,-0.4351274780463156,,-0.9275181830359648
sgd,naive_threshold,valid,0.9,False,1,1,0.4071199780020512,0.2071606899998513,0.1999592880021998,0.014863478945882,0.2071606899998513,0.5088443240159726,0.0
sgd,naive_threshold,valid,0.95,False,0,0,0.0,0.0,0.0,0.0,0.0,,0.0
sgd,cost_aware_threshold,valid,0.0,False,30,227465,20231.974291875333,-25251.310089654497,45483.28438152983,3467.5262468924416,-0.1110118483707581,-1.2480892732151605,-25251.32570886041
sgd,cost_aware_threshold,valid,6.899325e-06,False,30,130213,11444.76539603279,-14591.977069004117,26036.742465036907,1981.965427956045,-0.1120623675746977,-1.2749913662766974,-14591.69956691389
