model,policy,regime,gross_pnl,net_pnl,n_trades,threshold
sgd,sgd_naive_threshold_tuned,BALANCED_TRANSITION,76.70870242675562,-203.82810363025743,1403,0.6
sgd,sgd_naive_threshold_tuned,CALM_ILLIQUID,5.0296250653379175,-19.16215951702004,121,0.6
sgd,sgd_naive_threshold_tuned,CALM_LIQUID,22.36786986604828,-70.81242734409278,466,0.6
sgd,sgd_naive_threshold_tuned,CHOPPY_MEAN_REVERTING,564.081996498444,-1340.8780927737923,9528,0.6
sgd,sgd_naive_threshold_tuned,LIQUIDITY_DROUGHT,72.48532372060862,-43.05436554891829,578,0.6
sgd,sgd_naive_threshold_tuned,MILD_LIQUIDITY_STRESS,49.055781945032,-113.0452714018867,811,0.6
sgd,sgd_naive_threshold_tuned,MOMENTUM_TOXIC,489.0984558870123,-700.5608190465372,5951,0.6
sgd,sgd_naive_threshold_tuned,SHOCK_RECOVERY,334.83842672758425,-529.7362635094456,4324,0.6
sgd,sgd_naive_threshold_tuned,UNKNOWN,198.35313416559669,-297.8099656051266,2482,0.6
sgd,sgd_naive_threshold_tuned,VOLATILE_ILLIQUID,33.84527708720444,-43.52876611638781,387,0.6
sgd,sgd_naive_threshold_tuned,VOLATILE_LIQUID,5.712774885811499,0.7137106672301239,25,0.6
sgd,sgd_cost_aware_threshold_tuned,BALANCED_TRANSITION,118.3002583484518,-175.17400976463895,1468,2.7554975e-05
sgd,sgd_cost_aware_threshold_tuned,CALM_ILLIQUID,-0.7804980259695404,-1.3804199983432364,3,2.7554975e-05
sgd,sgd_cost_aware_threshold_tuned,CALM_LIQUID,43.2288191144216,-91.35194385576156,673,2.7554975e-05
sgd,sgd_cost_aware_threshold_tuned,CHOPPY_MEAN_REVERTING,594.7386528145072,-758.5831950935795,6769,2.7554975e-05
sgd,sgd_cost_aware_threshold_tuned,LIQUIDITY_DROUGHT,9.575701435538612,-36.617579942183525,231,2.7554975e-05
sgd,sgd_cost_aware_threshold_tuned,MILD_LIQUIDITY_STRESS,29.60141103373194,-95.58033748483066,626,2.7554975e-05
sgd,sgd_cost_aware_threshold_tuned,MOMENTUM_TOXIC,366.214103526604,-676.354048945174,5214,2.7554975e-05
sgd,sgd_cost_aware_threshold_tuned,SHOCK_RECOVERY,323.8850096818553,-481.9952250315004,4030,2.7554975e-05
sgd,sgd_cost_aware_threshold_tuned,UNKNOWN,216.9671502607352,-258.8828186543026,2380,2.7554975e-05
sgd,sgd_cost_aware_threshold_tuned,VOLATILE_ILLIQUID,8.077888051738213,1.0792649669492778,35,2.7554975e-05
sgd,sgd_cost_aware_threshold_tuned,VOLATILE_LIQUID,0.5471899846995397,-7.451828870665786,40,2.7554975e-05
sgd,sgd_RSEP-full_tuned,BALANCED_TRANSITION,528.604065711217,-698.3936461841673,6136,8.597223e-06
sgd,sgd_RSEP-full_tuned,CALM_ILLIQUID,0.0355646786614522,-1.364262674426682,7,8.597223e-06
sgd,sgd_RSEP-full_tuned,CALM_LIQUID,221.5142077394791,-289.4307976160155,2555,8.597223e-06
sgd,sgd_RSEP-full_tuned,CHOPPY_MEAN_REVERTING,57.14454714429134,-86.83697300860864,720,8.597223e-06
sgd,sgd_RSEP-full_tuned,LIQUIDITY_DROUGHT,7.782589002026411,-7.215298576929242,75,8.597223e-06
sgd,sgd_RSEP-full_tuned,MILD_LIQUIDITY_STRESS,50.909789259510056,-102.67281106868067,768,8.597223e-06
sgd,sgd_RSEP-full_tuned,MOMENTUM_TOXIC,19.74389441206065,-21.42470828759565,206,8.597223e-06
sgd,sgd_RSEP-full_tuned,SHOCK_RECOVERY,354.1576545648018,-483.1373644929998,4187,8.597223e-06
sgd,sgd_RSEP-full_tuned,UNKNOWN,195.20265659684216,-207.1541920070008,2012,8.597223e-06
sgd,sgd_RSEP-full_tuned,VOLATILE_ILLIQUID,0.6634295086249516,-0.7364577889354031,7,8.597223e-06
sgd,sgd_RSEP-full_tuned,VOLATILE_LIQUID,4.174729184429792,0.1751697692939127,20,8.597223e-06
xgboost_gpu,xgboost_gpu_naive_threshold_tuned,BALANCED_TRANSITION,867.9978213034326,-1254.5436817265145,10614,0.5
xgboost_gpu,xgboost_gpu_naive_threshold_tuned,CALM_ILLIQUID,25.44328166442751,-34.941206316271376,302,0.5
xgboost_gpu,xgboost_gpu_naive_threshold_tuned,CALM_LIQUID,658.3703329903306,-780.1366767060506,7194,0.5
xgboost_gpu,xgboost_gpu_naive_threshold_tuned,CHOPPY_MEAN_REVERTING,2183.9338107306785,-3174.9338500751896,26801,0.5
xgboost_gpu,xgboost_gpu_naive_threshold_tuned,LIQUIDITY_DROUGHT,181.2339112845825,-166.37335149974626,1740,0.5
xgboost_gpu,xgboost_gpu_naive_threshold_tuned,MILD_LIQUIDITY_STRESS,673.4994530262884,-899.3058139542986,7866,0.5
xgboost_gpu,xgboost_gpu_naive_threshold_tuned,MOMENTUM_TOXIC,1808.9645842738344,-2794.717029621715,23026,0.5
xgboost_gpu,xgboost_gpu_naive_threshold_tuned,SHOCK_RECOVERY,1513.6904100718918,-1835.802394275629,16750,0.5
xgboost_gpu,xgboost_gpu_naive_threshold_tuned,UNKNOWN,1260.2943517574722,-1488.2790128117904,13748,0.5
xgboost_gpu,xgboost_gpu_naive_threshold_tuned,VOLATILE_ILLIQUID,68.39536747845071,-35.31458131011201,519,0.5
xgboost_gpu,xgboost_gpu_naive_threshold_tuned,VOLATILE_LIQUID,25.688925981839496,-32.061260074353804,289,0.5
xgboost_gpu,xgboost_gpu_cost_aware_threshold_tuned,BALANCED_TRANSITION,243.10405720515425,-257.6591398443076,2504,4.8199841e-05
xgboost_gpu,xgboost_gpu_cost_aware_threshold_tuned,CALM_ILLIQUID,0.7208065961776255,-2.078960589500957,14,4.8199841e-05
xgboost_gpu,xgboost_gpu_cost_aware_threshold_tuned,CALM_LIQUID,269.22244755726814,-262.07314110084627,2657,4.8199841e-05
xgboost_gpu,xgboost_gpu_cost_aware_threshold_tuned,CHOPPY_MEAN_REVERTING,3.675968478567511,-6.92305858601425,53,4.8199841e-05
xgboost_gpu,xgboost_gpu_cost_aware_threshold_tuned,LIQUIDITY_DROUGHT,11.033656751133426,-12.564482215548423,118,4.8199841e-05
xgboost_gpu,xgboost_gpu_cost_aware_threshold_tuned,MILD_LIQUIDITY_STRESS,139.4752020371198,-143.43349959552103,1415,4.8199841e-05
xgboost_gpu,xgboost_gpu_cost_aware_threshold_tuned,MOMENTUM_TOXIC,92.73520705235872,-151.0508811320814,1219,4.8199841e-05
xgboost_gpu,xgboost_gpu_cost_aware_threshold_tuned,SHOCK_RECOVERY,46.76164785777331,-51.43262786511491,491,4.8199841e-05
xgboost_gpu,xgboost_gpu_cost_aware_threshold_tuned,UNKNOWN,143.49256355124305,-157.07070038578644,1503,4.8199841e-05
xgboost_gpu,xgboost_gpu_cost_aware_threshold_tuned,VOLATILE_ILLIQUID,0.1048616834301341,-0.2951141321308063,2,4.8199841e-05
xgboost_gpu,xgboost_gpu_cost_aware_threshold_tuned,VOLATILE_LIQUID,0.0335112345414842,-1.1664486846101132,6,4.8199841e-05
