model,mean_diff,ci_low,ci_high,n_days,n_bootstrap
sgd_stage3,68.52514254066054,59.67645950648641,77.22922570561714,65,1000
xgboost_gpu_stage3,2.9415342854848308,1.0723368611951716,4.927118205265525,65,1000
tcn_gpu_stage3,1.495077138619905,0.022912905987358,3.5549921488370075,64,1000
tcn_gpu_stage3_stride1,-0.4025987989057581,-4.460466065997088,4.449435357469534,65,1000
