model,accuracy,macro_f1,weighted_f1,mcc,balanced_accuracy,n_rows
sgd_btc_stage3_purged,0.5594022782892127,0.4650010843935582,0.5353853129160836,0.2363760452911628,0.4633659074220143,33550262
