month,unknown_share
2024-01,0.11770791564165492
2024-02,0.1360742963252178
2024-03,0.1262726696962481
2024-04,0.1295555993788091
2024-05,0.1307099404106428
2024-06,0.13066866413786443
2024-07,0.13539610220131437
2024-08,0.11321991022655824
2024-09,0.12877049292545809
2024-10,0.13095260278389678
2024-11,0.1421867993951343
2024-12,0.15271218528432504
