policy,n_trades,gross_pnl,net_pnl,total_cost,turnover,net_pnl_per_trade,cost_survival,max_drawdown,model,base_policy,threshold
sgd_btc_stage3_purged_naive_threshold_tuned,30753,1925.3053539912623,-4221.637446280123,6146.942800271386,342.9754482312513,-0.13727562989887565,-2.1927105939473135,-4221.437333881275,sgd_btc_stage3_purged,naive_threshold,0.8
sgd_btc_stage3_purged_cost_aware_threshold_tuned,66552,4448.05167961497,-8854.398243707483,13302.449923322452,741.1630917042708,-0.13304481073006796,-1.9906239588641497,-8854.260664957075,sgd_btc_stage3_purged,cost_aware_threshold,0.000126666764
sgd_btc_stage3_purged_RSEP-full_tuned,32766,2227.3565233665513,-4321.4661970867965,6548.822720453348,365.40548029537234,-0.13188873213351635,-1.940177134532145,-4322.128764260468,sgd_btc_stage3_purged,RSEP-full,9.8234061e-05
