trade_date,exchange,symbol,n_rows,first_timestamp,last_timestamp,duration_seconds,mean_snapshot_interval_ms,p50_snapshot_interval_ms,p95_snapshot_interval_ms,p99_snapshot_interval_ms,n_duplicate_timestamps,n_duplicate_sequence_numbers,n_non_monotonic_sequence,n_missing_values_by_column,n_crossed_book_rows,n_zero_or_negative_price_rows,n_zero_or_negative_size_rows,spread_mean,spread_p50,spread_p95,depth_top10_mean,depth_top10_p50,depth_top10_p95,file_size_mb
2024-08-11,BINANCE,BTC-USDT,501896,2024-08-11 00:00:01.236999936+00:00,2024-08-11 23:59:59.558000128+00:00,86398.321,172.1442154239273,100.000256,400.0,501.000192,0,0,0,{},0,0,0,0.015161927789449692,0.01171875,0.01171875,6.3090596199035645,5.915644645690918,9.66890811920166,2299.2507
2024-08-12,BINANCE,BTC-USDT,401915,2024-08-12 00:00:01.058000128+00:00,2024-08-12 23:59:59.918999808+00:00,86398.860999,214.96852809227843,200.0,401.00019199999997,600.0,0,0,0,{},0,0,0,0.02165239304304123,0.01171875,0.01171875,5.729983329772949,5.262319564819336,8.94497013092041,2299.2507
2024-08-13,BINANCE,BTC-USDT,484651,2024-08-13 00:00:00.619000064+00:00,2024-08-13 23:59:59.961999872+00:00,86399.342999,178.2716248835407,100.000256,400.000256,600.0,0,0,0,{},0,0,0,0.022650182247161865,0.01171875,0.01171875,7.4020466804504395,6.998460292816162,11.276374816894531,2299.2507
2024-08-14,BINANCE,BTC-USDT,570287,2024-08-14 00:00:01.062000128+00:00,2024-08-14 23:59:59.764000+00:00,86398.701999,151.5006540575641,100.0,301.000192,500.0,0,0,0,{},0,0,0,0.02999740280210972,0.01171875,0.01171875,7.135641098022461,6.6605401039123535,11.125703907012939,2299.2507
2024-08-15,BINANCE,BTC-USDT,452721,2024-08-15 00:00:00.864999936+00:00,2024-08-15 23:59:59.898000128+00:00,86399.033,190.84430332256582,100.000256,401.00019199999997,600.0,0,0,0,{},0,0,0,0.033480461686849594,0.01171875,0.01171875,6.765017032623291,6.274789333343506,10.869088172912598,2299.2507
2024-08-16,BINANCE,BTC-USDT,545674,2024-08-16 00:00:00.497999872+00:00,2024-08-16 23:59:59.859000064+00:00,86399.361,158.33541516657777,100.0,400.0,500.99993600000005,0,0,0,{},0,0,0,0.024006420746445656,0.01171875,0.01171875,6.451968193054199,5.961324691772461,9.988090515136719,2299.2507
2024-08-17,BINANCE,BTC-USDT,568494,2024-08-17 00:00:00.859000064+00:00,2024-08-17 23:59:58.997999872+00:00,86398.138999,151.9774896081535,100.0,301.000192,500.0,0,0,0,{},0,0,0,0.011605223640799522,0.01171875,0.01171875,6.960983753204346,6.375750541687012,11.063723707199097,2299.2507
2024-08-18,BINANCE,BTC-USDT,487375,2024-08-18 00:00:01.398999808+00:00,2024-08-18 23:59:59.900999936+00:00,86398.502,177.2735147958816,100.000256,400.0,500.99993600000005,0,0,0,{},0,0,0,0.014227903448045254,0.01171875,0.01171875,6.62566614151001,6.104529857635498,10.631301879882812,2299.2507
2024-08-19,BINANCE,BTC-USDT,496872,2024-08-19 00:00:00.301000192+00:00,2024-08-19 23:59:59.916999936+00:00,86399.615999,173.8874194705346,100.000256,400.000256,599.999744,0,0,0,{},0,0,0,0.018052734434604645,0.01171875,0.01171875,8.128188133239746,7.702495336532593,12.726132774353026,2299.2507
2024-08-20,BINANCE,BTC-USDT,582032,2024-08-20 00:00:00.016999936+00:00,2024-08-20 23:59:59.937999872+00:00,86399.920999,148.44556561409271,100.0,300.99993600000005,500.0,0,0,0,{},0,0,0,0.021846354007720947,0.01171875,0.01171875,7.711447238922119,7.2578747272491455,12.211030960083008,2299.2507
2024-08-21,BINANCE,BTC-USDT,527225,2024-08-21 00:00:00.638000128+00:00,2024-08-21 23:59:59.564000+00:00,86398.925999,163.87517639536895,100.000256,400.0,500.99993600000005,0,0,0,{},0,0,0,0.020990541204810143,0.01171875,0.01171875,7.353573799133301,6.943100452423096,11.835872077941895,2299.2507
2024-08-22,BINANCE,BTC-USDT,589694,2024-08-22 00:00:01.765000192+00:00,2024-08-22 23:59:59.900999936+00:00,86398.135999,146.51375546215402,100.0,300.99993600000005,500.0,0,0,0,{},0,0,0,0.01832755282521248,0.01171875,0.01171875,8.204058647155762,7.693300724029541,12.899967384338378,2299.2507
2024-08-23,BINANCE,BTC-USDT,525310,2024-08-23 00:00:00.002000128+00:00,2024-08-23 23:59:59.713999872+00:00,86399.711999,164.47407525807478,100.000256,400.000256,600.0,0,0,0,{},0,0,0,0.022779108956456184,0.01171875,0.01171875,8.422377586364746,7.964469909667969,13.566774559020995,2299.2507
2024-08-24,BINANCE,BTC-USDT,560244,2024-08-24 00:00:00.013999872+00:00,2024-08-24 23:59:59.914000128+00:00,86399.9,154.2186158510789,100.000256,300.00025600000004,500.0,0,0,0,{},0,0,0,0.013767250813543797,0.01171875,0.01171875,7.806163787841797,7.156245470046997,12.5456392288208,2299.2507
2024-08-25,BINANCE,BTC-USDT,525182,2024-08-25 00:00:01.513999872+00:00,2024-08-25 23:59:59.915000064+00:00,86398.401,164.51166550235442,100.000256,400.000256,601.000192,0,0,0,{},0,0,0,0.01265022810548544,0.01171875,0.01171875,9.49500560760498,9.098705768585205,14.734248161315907,2299.2507
2024-08-26,BINANCE,BTC-USDT,608068,2024-08-26 00:00:00.013999872+00:00,2024-08-26 23:59:59.915000064+00:00,86399.901,142.08944244662513,100.000256,302.00012799999996,500.0,0,0,0,{},0,0,0,0.014762811362743378,0.01171875,0.01171875,9.910224914550781,9.543910503387451,15.06492705345154,2299.2507
2024-08-27,BINANCE,BTC-USDT,564719,2024-08-27 00:00:00.015000064+00:00,2024-08-27 23:59:58.914000128+00:00,86398.899,152.99476729989837,100.000256,301.000192,500.0,0,0,0,{},0,0,0,0.022862587124109268,0.01171875,0.01171875,9.302531242370605,8.813079833984375,15.4784532546997,2299.2507
2024-08-28,BINANCE,BTC-USDT,439506,2024-08-28 00:00:00.114000128+00:00,2024-08-28 23:59:59.914000128+00:00,86399.8,196.58433919978157,200.0,201.000192,300.99968,0,0,0,{},0,0,0,0.014504708349704742,0.01171875,0.01171875,8.264897346496582,7.73912501335144,13.244227409362793,2299.2507
2024-08-29,BINANCE,BTC-USDT,543977,2024-08-29 00:00:01.513999872+00:00,2024-08-29 23:59:59.914000128+00:00,86398.4,158.82759533555893,100.000256,400.000256,600.0002559999999,0,0,0,{},0,0,0,0.012668576091527939,0.01171875,0.01171875,9.760526657104492,9.343220710754395,15.080786132812499,2299.2507
2024-08-30,BINANCE,BTC-USDT,681013,2024-08-30 00:00:00.013999872+00:00,2024-08-30 23:59:59.914000128+00:00,86399.9,126.86986426121126,100.000256,300.0,400.000256,0,0,0,{},0,0,0,0.013293965719640255,0.01171875,0.01171875,9.593238830566406,9.110189437866211,14.937380599975592,2299.2507
2024-08-31,BINANCE,BTC-USDT,653036,2024-08-31 00:00:00.015000064+00:00,2024-08-31 23:59:59.914000128+00:00,86399.899,132.3051582228579,100.000256,300.0,400.000256,0,0,0,{},0,0,0,0.011270549148321152,0.01171875,0.01171875,10.040946006774902,9.377635478973389,16.60377264022827,2299.2507
2024-09-01,BINANCE,BTC-USDT,574819,2024-09-01 00:00:00.013999872+00:00,2024-09-01 23:59:59.914000128+00:00,86399.9,150.30827148811625,100.000256,400.0,599.999744,0,0,0,{},0,0,0,0.013385884463787079,0.01171875,0.01171875,7.693020820617676,7.015799522399902,12.656505107879635,1894.6153
2024-09-02,BINANCE,BTC-USDT,686774,2024-09-02 00:00:00.013999872+00:00,2024-09-02 23:59:59.914000128+00:00,86399.9,125.80561553854913,100.000256,300.0,400.000256,0,0,0,{},0,0,0,0.012892774306237698,0.01171875,0.01171875,11.015176773071289,10.369463443756104,17.949614238739013,1894.6153
2024-09-03,BINANCE,BTC-USDT,573313,2024-09-03 00:00:00.013999872+00:00,2024-09-03 23:59:59.914000128+00:00,86399.9,150.70310755793705,100.000256,400.0,599.999744,0,0,0,{},0,0,0,0.012101911939680576,0.01171875,0.01171875,10.9177885055542,10.070510864257812,17.70895767211914,1894.6153
2024-09-04,BINANCE,BTC-USDT,711734,2024-09-04 00:00:00.013999872+00:00,2024-09-04 23:59:59.914000128+00:00,86399.9,121.39369679396066,100.0,200.999936,400.000256,0,0,0,{},0,0,0,0.014117990620434284,0.01171875,0.01171875,10.845279693603516,10.10300064086914,17.960359573364258,1894.6153
2024-09-05,BINANCE,BTC-USDT,577211,2024-09-05 00:00:00.013999872+00:00,2024-09-05 23:59:59.914000128+00:00,86399.9,149.68538313656381,100.000256,400.000256,600.0,0,0,0,{},0,0,0,0.012859554030001163,0.01171875,0.01171875,9.628218650817871,8.934199333190918,15.810735702514648,1894.6153
2024-09-06,BINANCE,BTC-USDT,602607,2024-09-06 00:00:00.013999872+00:00,2024-09-06 23:59:58.914000128+00:00,86398.9,143.37543934221696,100.000256,399.99974399999996,500.0,0,0,0,{},0,0,0,0.018532808870077133,0.01171875,0.01171875,10.43775463104248,9.934550285339355,16.791900825500484,1894.6153
2024-09-07,BINANCE,BTC-USDT,578449,2024-09-07 00:00:00.013999872+00:00,2024-09-07 23:59:59.914000128+00:00,86399.9,149.36502503294332,100.000256,399.99974399999996,599.999744,0,0,0,{},0,0,0,0.011288376525044441,0.01171875,0.01171875,10.761800765991211,10.293540954589844,16.05858459472656,1894.6153
2024-09-08,BINANCE,BTC-USDT,571010,2024-09-08 00:00:00.013999872+00:00,2024-09-08 23:59:59.914000128+00:00,86399.9,151.3109250471639,100.000256,400.0,500.0,0,0,0,{},0,0,0,0.012371239252388477,0.01171875,0.01171875,9.495809555053711,9.063070297241211,14.381770658493043,1894.6153
2024-09-09,BINANCE,BTC-USDT,654403,2024-09-09 00:00:00.013999872+00:00,2024-09-09 23:59:59.813999872+00:00,86399.8,132.02863071934377,100.000256,300.0,500.0,0,0,0,{},0,0,0,0.013934402726590633,0.01171875,0.01171875,9.32365894317627,8.916891098022461,14.005970001220703,1894.6153
2024-09-10,BINANCE,BTC-USDT,615888,2024-09-10 00:00:00.013999872+00:00,2024-09-10 23:59:59.914000128+00:00,86399.9,140.28531207876773,100.000256,300.00025600000004,500.0,0,0,0,{},0,0,0,0.011734035797417164,0.01171875,0.01171875,10.208613395690918,9.722755432128906,15.414809513092047,1894.6153
2024-09-11,BINANCE,BTC-USDT,552120,2024-09-11 00:00:00.013999872+00:00,2024-09-11 23:59:59.813999872+00:00,86399.8,156.487641251252,100.000256,400.000256,600.0002559999999,0,0,0,{},0,0,0,0.013365909457206726,0.01171875,0.01171875,9.928993225097656,9.58395004272461,14.86661143302916,1894.6153
2024-09-12,BINANCE,BTC-USDT,647052,2024-09-12 00:00:00.013999872+00:00,2024-09-12 23:59:59.815000064+00:00,86399.801,133.52857966403266,100.000256,300.0,500.0,0,0,0,{},0,0,0,0.013014071621000767,0.01171875,0.01171875,10.13643741607666,9.76084041595459,15.654269218444824,1894.6153
2024-09-13,BINANCE,BTC-USDT,561734,2024-09-13 00:00:00.013999872+00:00,2024-09-13 23:59:59.914000128+00:00,86399.9,153.80955008919898,100.000256,400.000256,599.999744,0,0,0,{},0,0,0,0.012348217889666557,0.01171875,0.01171875,10.215252876281738,9.709695816040039,15.462693977355952,1894.6153
2024-09-14,BINANCE,BTC-USDT,677817,2024-09-14 00:00:00.013999872+00:00,2024-09-14 23:59:59.914000128+00:00,86399.9,127.46807393194614,100.000256,300.0,400.000256,0,0,0,{},0,0,0,0.011331068351864815,0.01171875,0.01171875,10.594961166381836,10.03467082977295,15.96049461364746,1894.6153
