month,unknown_share
2024-01,0.12643831088777183
2024-02,0.14516381076020882
2024-03,0.11852637354338481
2024-04,0.13532534047399067
2024-05,0.14734277081175323
2024-06,0.10852743729723452
2024-07,0.1346019862762383
2024-08,0.1101516743876178
2024-09,0.11233225246428444
2024-10,0.1160108562886853
2024-11,0.13574766379804348
2024-12,0.14056295855914736
