policy,n_trades,gross_pnl,net_pnl,total_cost,turnover,net_pnl_per_trade,cost_survival,max_drawdown,worst_regime_return,regime_gap
RSEP-full,765,76.7832440901339,-76.19277757516952,152.9760216653034,13.616312288350404,-0.0995984020590451,-0.992309956137419,-76.08012623887171,-29.84404386309553,30.346160617380235
RSEP-no-latency-risk,5383,416.1702236558392,-660.0039818679668,1076.174205523806,93.39579373671803,-0.1226089507464177,-1.5858990969372453,-663.1998233234625,-226.8363501273888,232.8393120490196
RSEP-no-liquidity-risk,1077,111.87364046083488,-103.41943825469032,215.29307871552524,19.161151321302203,-0.096025476559601,-0.9244307937837756,-104.77014233052856,-36.63674135055772,37.13885810484243
RSEP-no-adverse-risk,1275,118.6674812097168,-136.29393914640616,254.96142035612297,22.623583359014106,-0.1068972071736518,-1.1485365473085145,-136.11054777552442,-48.0045135628544,48.34531017210719
RSEP-no-regime-penalty,1536,116.98060775634887,-190.17165262713684,307.15226038348567,27.163450075125404,-0.1238096696791255,-1.6256681878695032,-190.31270105270704,-111.54550613048264,112.22807448861649
RSEP-no-cost-gate,853908,-3565.066016592207,-174319.3198013813,170754.25378478906,15521.190926086369,-0.2041429753572765,,-174324.27054794127,-36955.76292066512,36895.86632821157
